path	block_type	mask_type	reference_block	link_status	runtime_token
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Tt_n	Inport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Tt_n	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/deltat_n-1	Inport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/deltat_n-1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Ad*x(k-1)	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Ad*x(k-1)	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Bd*(u(k)+ u(k-1))	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Bd*(u(k)+ u(k-1))	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Delay_u	UnitDelay		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Delay_u	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Delay_x	UnitDelay		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Delay_x	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Demux	Demux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Demux	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Demux1	Demux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Demux1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Digital Clock	DigitalClock		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Digital Clock	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Gain11	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Gain11	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/IC	Switch		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/IC	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Mux	Mux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Mux	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Prediction	SubSystem		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Prediction	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Prediction/I	Inport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Prediction/I	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Prediction/Gain1	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Prediction/Gain1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Prediction/Sum1	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Prediction/Sum1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Prediction/Unit Delay3	UnitDelay		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Prediction/Unit Delay3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Prediction/O	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Prediction/O	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Sum1	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Sum1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Sum3	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Sum3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Sum9	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Sum9	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Terminator	Terminator		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Terminator	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/sum	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/sum	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/deltat_n	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/deltat_n	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/Ts_n 	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/Ts_n 	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass4/dw	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass4/dw	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5	SubSystem	Generic rotating mass	spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Ts_n+1	Inport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Ts_n+1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Tt_n	Inport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Tt_n	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/deltat_n-1	Inport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/deltat_n-1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Ad*x(k-1)	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Ad*x(k-1)	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Bd*(u(k)+ u(k-1))	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Bd*(u(k)+ u(k-1))	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Delay_u	UnitDelay		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Delay_u	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Delay_x	UnitDelay		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Delay_x	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Demux	Demux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Demux	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Demux1	Demux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Demux1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Digital Clock	DigitalClock		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Digital Clock	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Gain11	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Gain11	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/IC	Switch		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/IC	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Mux	Mux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Mux	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Prediction	SubSystem		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Prediction	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Prediction/I	Inport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Prediction/I	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Prediction/Gain1	Gain		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Prediction/Gain1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Prediction/Sum1	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Prediction/Sum1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Prediction/Unit Delay3	UnitDelay		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Prediction/Unit Delay3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Prediction/O	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Prediction/O	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Sum1	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Sum1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Sum3	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Sum3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Sum9	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Sum9	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Terminator	Terminator		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Terminator	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/sum	Sum		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/sum	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/deltat_n	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/deltat_n	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/Ts_n 	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/Ts_n 	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mass5/dw	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mass5/dw	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mux	Mux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mux	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Mux1	Mux		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Mux1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Terminator	Terminator		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Terminator	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Ts_5-2	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Ts_5-2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/dw_5-2	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/dw_5-2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/4 masses/Tm_gen	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/4 masses/Tm_gen	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/Multiport Switch1	MultiPortSwitch		spsSteamTurbineModel/Discrete/4 mass shaft/Multiport Switch1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/Multiport Switch2	MultiPortSwitch		spsSteamTurbineModel/Discrete/4 mass shaft/Multiport Switch2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/Multiport Switch3	MultiPortSwitch		spsSteamTurbineModel/Discrete/4 mass shaft/Multiport Switch3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/ctrl2	Constant		spsSteamTurbineModel/Discrete/4 mass shaft/ctrl2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/ctrl3	Constant		spsSteamTurbineModel/Discrete/4 mass shaft/ctrl3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/ctrl4	Constant		spsSteamTurbineModel/Discrete/4 mass shaft/ctrl4	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/ctrl6	Constant		spsSteamTurbineModel/Discrete/4 mass shaft/ctrl6	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/ctrl7	Constant		spsSteamTurbineModel/Discrete/4 mass shaft/ctrl7	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/Tm_g	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/Tm_g	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/Tr2-5	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/Tr2-5	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/4 mass shaft/dw_5-2	Outport		spsSteamTurbineModel/Discrete/4 mass shaft/dw_5-2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/Constant2	Constant		spsSteamTurbineModel/Discrete/Constant2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/Constant3	Constant		spsSteamTurbineModel/Discrete/Constant3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/Pboil	Constant		spsSteamTurbineModel/Discrete/Pboil	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/Product	Product		spsSteamTurbineModel/Discrete/Product	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/Sum	Sum		spsSteamTurbineModel/Discrete/Sum	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/Switch1	Switch		spsSteamTurbineModel/Discrete/Switch1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator	SubSystem	Speed regulator for thermal turbine	spsSteamTurbineModel/Discrete/speed regulator	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/flowHP	Inport		spsSteamTurbineModel/Discrete/speed regulator/flowHP	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Pref	Inport		spsSteamTurbineModel/Discrete/speed regulator/Pref	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/wref	Inport		spsSteamTurbineModel/Discrete/speed regulator/wref	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/w	Inport		spsSteamTurbineModel/Discrete/speed regulator/w	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Dead Zone	DeadZone		spsSteamTurbineModel/Discrete/speed regulator/Dead Zone	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Gain	Gain		spsSteamTurbineModel/Discrete/speed regulator/Gain	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Gain1	Gain		spsSteamTurbineModel/Discrete/speed regulator/Gain1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Gain2	Gain		spsSteamTurbineModel/Discrete/speed regulator/Gain2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Gain3	Gain		spsSteamTurbineModel/Discrete/speed regulator/Gain3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Gain4	Gain		spsSteamTurbineModel/Discrete/speed regulator/Gain4	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Servo-motor Position	DiscreteIntegrator		spsSteamTurbineModel/Discrete/speed regulator/Servo-motor Position	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Servo-motor speed limits	Saturate		spsSteamTurbineModel/Discrete/speed regulator/Servo-motor speed limits	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay	SubSystem	First-Order Filter	spsFirstOrderFilterLib/First-Order Filter	resolved	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/In	Inport		spsFirstOrderFilterLib/First-Order Filter/In	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model	SubSystem		spsFirstOrderFilterModel/Discrete	resolved	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/In	Inport		spsFirstOrderFilterModel/Discrete/In	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/A	Gain		spsFirstOrderFilterModel/Discrete/A	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/A*x(k) + B*u(k)	Sum		spsFirstOrderFilterModel/Discrete/A*x(k) + B*u(k)	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/B	Gain		spsFirstOrderFilterModel/Discrete/B	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/C	Gain		spsFirstOrderFilterModel/Discrete/C	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/D	Gain		spsFirstOrderFilterModel/Discrete/D	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/Delay_x	UnitDelay		spsFirstOrderFilterModel/Discrete/Delay_x	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/sum1	Sum		spsFirstOrderFilterModel/Discrete/sum1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Model/Out	Outport		spsFirstOrderFilterModel/Discrete/Out	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Speed Relay/Out	Outport		spsFirstOrderFilterLib/First-Order Filter/Out	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Sum1	Sum		spsSteamTurbineModel/Discrete/speed regulator/Sum1	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Sum2	Sum		spsSteamTurbineModel/Discrete/speed regulator/Sum2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/Sum3	Sum		spsSteamTurbineModel/Discrete/speed regulator/Sum3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/speed regulator/gate opening	Outport		spsSteamTurbineModel/Discrete/speed regulator/gate opening	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine	SubSystem	Thermal turbine	spsSteamTurbineModel/Discrete/steam turbine	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/gate	Inport		spsSteamTurbineModel/Discrete/steam turbine/gate	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/Pboil	Inport		spsSteamTurbineModel/Discrete/steam turbine/Pboil	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/Gain	Gain		spsSteamTurbineModel/Discrete/steam turbine/Gain	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/Gain2	Gain		spsSteamTurbineModel/Discrete/steam turbine/Gain2	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/Gain3	Gain		spsSteamTurbineModel/Discrete/steam turbine/Gain3	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/Gain4	Gain		spsSteamTurbineModel/Discrete/steam turbine/Gain4	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/Mux	Mux		spsSteamTurbineModel/Discrete/steam turbine/Mux	implicit	
IEEE39bus/SS_WestSystem1/GT 1 /The Electric Power Grid/M1TurbineRegulators/STG/Model/steam turbine/Product	Product		spsSteamTurbineModel/Discrete/steam turbine/Product	implicit	
