path	block_type	mask_type	reference_block	link_status	runtime_token
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Gain	Gain		spsMeanValueVariableFrequencyModel/Discrete/Gain	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Integ4	DiscreteIntegrator		spsMeanValueVariableFrequencyModel/Discrete/Integ4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Number of samples per cycle	Fcn		spsMeanValueVariableFrequencyModel/Discrete/Number of samples per cycle	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Product	Product		spsMeanValueVariableFrequencyModel/Discrete/Product	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Relational Operator	RelationalOperator		spsMeanValueVariableFrequencyModel/Discrete/Relational Operator	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Rounding Function	Rounding		spsMeanValueVariableFrequencyModel/Discrete/Rounding Function	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Sum5	Sum		spsMeanValueVariableFrequencyModel/Discrete/Sum5	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Sum7	Sum		spsMeanValueVariableFrequencyModel/Discrete/Sum7	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Switch	Switch		spsMeanValueVariableFrequencyModel/Discrete/Switch	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/To avoid division  by zero	Saturate		spsMeanValueVariableFrequencyModel/Discrete/To avoid division  by zero	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Unit Delay1	UnitDelay		spsMeanValueVariableFrequencyModel/Discrete/Unit Delay1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Model/Mean	Outport		spsMeanValueVariableFrequencyModel/Discrete/Mean	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mean (Variable Frequency)1/Mean	Outport		spsMeanVariableFrequencyLib/Mean (Variable Frequency)/Mean	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Mux1	Mux		spsDynamicLoadModel/Discrete/Mux1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL	SubSystem	PLL (3ph)	spsDynamicLoadModel/Discrete/PLL	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Vab_bc	Inport		spsDynamicLoadModel/Discrete/PLL/Vab_bc	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control	SubSystem		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control/VdVq	Inport		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control/VdVq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control/Enable	EnablePort		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control/Enable	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control/Fcn2	Fcn		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control/Fcn2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control/Math Function	Math		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control/Math Function	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control/Saturation	Saturate		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control/Saturation	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control/Saturation1	Saturate		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control/Saturation1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Automatic Gain Control/Gain	Outport		spsDynamicLoadModel/Discrete/PLL/Automatic Gain Control/Gain	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Constant1	Constant		spsDynamicLoadModel/Discrete/PLL/Constant1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Constant4	Constant		spsDynamicLoadModel/Discrete/PLL/Constant4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete	SubSystem	Discrete PID Controller	spsDynamicLoadModel/Discrete/PLL/Discrete	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete/Err	Inport		spsDynamicLoadModel/Discrete/PLL/Discrete/Err	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete/Discrete Derivative 	DiscreteTransferFcn		spsDynamicLoadModel/Discrete/PLL/Discrete/Discrete Derivative 	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete/Discrete-Time Integrator	DiscreteIntegrator		spsDynamicLoadModel/Discrete/PLL/Discrete/Discrete-Time Integrator	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete/Kp4	Gain		spsDynamicLoadModel/Discrete/PLL/Discrete/Kp4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete/Saturation1	Saturate		spsDynamicLoadModel/Discrete/PLL/Discrete/Saturation1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete/Sum6	Sum		spsDynamicLoadModel/Discrete/PLL/Discrete/Sum6	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete/Out	Outport		spsDynamicLoadModel/Discrete/PLL/Discrete/Out	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Discrete-Time Integrator	DiscreteIntegrator		spsDynamicLoadModel/Discrete/PLL/Discrete-Time Integrator	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Divide	Product		spsDynamicLoadModel/Discrete/PLL/Divide	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Gain10	Gain		spsDynamicLoadModel/Discrete/PLL/Gain10	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Initial	InitialCondition		spsDynamicLoadModel/Discrete/PLL/Initial	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Mux1	Mux		spsDynamicLoadModel/Discrete/PLL/Mux1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Rate Limiter	RateLimiter		spsDynamicLoadModel/Discrete/PLL/Rate Limiter	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Relational Operator	RelationalOperator		spsDynamicLoadModel/Discrete/PLL/Relational Operator	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter	SubSystem	Second-Order Filter	spsSecondOrderFilterLib/Second-Order Filter	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/In	Inport		spsSecondOrderFilterLib/Second-Order Filter/In	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model	SubSystem		spsSecondOrderFilterModel/Discrete	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/In	Inport		spsSecondOrderFilterModel/Discrete/In	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)	SubSystem		spsSecondOrderFilterModel/Discrete/A*k(k-1)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/x1	Inport		spsSecondOrderFilterModel/Discrete/A*k(k-1)/x1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/x2	Inport		spsSecondOrderFilterModel/Discrete/A*k(k-1)/x2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/A11	Gain		spsSecondOrderFilterModel/Discrete/A*k(k-1)/A11	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/A12	Gain		spsSecondOrderFilterModel/Discrete/A*k(k-1)/A12	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/A21	Gain		spsSecondOrderFilterModel/Discrete/A*k(k-1)/A21	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/A22	Gain		spsSecondOrderFilterModel/Discrete/A*k(k-1)/A22	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/sum2	Sum		spsSecondOrderFilterModel/Discrete/A*k(k-1)/sum2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/sum3	Sum		spsSecondOrderFilterModel/Discrete/A*k(k-1)/sum3	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/[Ax](1)	Outport		spsSecondOrderFilterModel/Discrete/A*k(k-1)/[Ax](1)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*k(k-1)/[Ax](2)	Outport		spsSecondOrderFilterModel/Discrete/A*k(k-1)/[Ax](2)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*x1(k) + B*u1(k) 	Sum		spsSecondOrderFilterModel/Discrete/A*x1(k) + B*u1(k) 	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/A*x2(k) + B*u2(k)	Sum		spsSecondOrderFilterModel/Discrete/A*x2(k) + B*u2(k)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/B*(u(k)+u(k-1))	SubSystem		spsSecondOrderFilterModel/Discrete/B*(u(k)+u(k-1))	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/B*(u(k)+u(k-1))/u	Inport		spsSecondOrderFilterModel/Discrete/B*(u(k)+u(k-1))/u	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/B*(u(k)+u(k-1))/B11	Gain		spsSecondOrderFilterModel/Discrete/B*(u(k)+u(k-1))/B11	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/B*(u(k)+u(k-1))/B21	Gain		spsSecondOrderFilterModel/Discrete/B*(u(k)+u(k-1))/B21	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/B*(u(k)+u(k-1))/[Bu](1)	Outport		spsSecondOrderFilterModel/Discrete/B*(u(k)+u(k-1))/[Bu](1)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/B*(u(k)+u(k-1))/[Bu](2)	Outport		spsSecondOrderFilterModel/Discrete/B*(u(k)+u(k-1))/[Bu](2)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*X(k)+D*u(k)	Sum		spsSecondOrderFilterModel/Discrete/C*X(k)+D*u(k)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*x(k)	SubSystem		spsSecondOrderFilterModel/Discrete/C*x(k)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*x(k)/x1	Inport		spsSecondOrderFilterModel/Discrete/C*x(k)/x1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*x(k)/x2	Inport		spsSecondOrderFilterModel/Discrete/C*x(k)/x2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*x(k)/C11	Gain		spsSecondOrderFilterModel/Discrete/C*x(k)/C11	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*x(k)/C12	Gain		spsSecondOrderFilterModel/Discrete/C*x(k)/C12	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*x(k)/sum2	Sum		spsSecondOrderFilterModel/Discrete/C*x(k)/sum2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/C*x(k)/Cx	Outport		spsSecondOrderFilterModel/Discrete/C*x(k)/Cx	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/D*u(k)	Gain		spsSecondOrderFilterModel/Discrete/D*u(k)	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/Delay_x1	UnitDelay		spsSecondOrderFilterModel/Discrete/Delay_x1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/Delay_x2	UnitDelay		spsSecondOrderFilterModel/Discrete/Delay_x2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Model/Out	Outport		spsSecondOrderFilterModel/Discrete/Out	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Second-Order Filter/Out	Outport		spsSecondOrderFilterLib/Second-Order Filter/Out	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Subtract	Sum		spsDynamicLoadModel/Discrete/PLL/Subtract	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Unit Delay	UnitDelay		spsDynamicLoadModel/Discrete/PLL/Unit Delay	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value	SubSystem	Mean (Variable Frequency)	spsMeanVariableFrequencyLib/Mean (Variable Frequency)	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Freq	Inport		spsMeanVariableFrequencyLib/Mean (Variable Frequency)/Freq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/In	Inport		spsMeanVariableFrequencyLib/Mean (Variable Frequency)/In	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model	SubSystem		spsMeanValueVariableFrequencyModel/Discrete	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Freq	Inport		spsMeanValueVariableFrequencyModel/Discrete/Freq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/In	Inport		spsMeanValueVariableFrequencyModel/Discrete/In	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Constant	Constant		spsMeanValueVariableFrequencyModel/Discrete/Constant	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem	SubSystem		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/N	Inport		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/N	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/F	Inport		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/F	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/In	Inport		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/In	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Gain1	Gain		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Gain1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Product2	Product		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Product2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Product4	Product		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Product4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Product5	Product		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Product5	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Sum1	Sum		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Sum1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Sum4	Sum		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Sum4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Sum5	Sum		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Sum5	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Unit Delay	UnitDelay		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Unit Delay	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Correction subsystem/Out	Outport		spsMeanValueVariableFrequencyModel/Discrete/Correction subsystem/Out	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Digital  Clock	DigitalClock		spsMeanValueVariableFrequencyModel/Discrete/Digital  Clock	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Discrete Variable Time Delay	SubSystem	Discrete Variable Time Delay	spsDiscreteVariableTimeDelayLib/Discrete Variable Time Delay	resolved	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Discrete Variable Time Delay/In	Inport		spsDiscreteVariableTimeDelayLib/Discrete Variable Time Delay/In	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Discrete Variable Time Delay/D	Inport		spsDiscreteVariableTimeDelayLib/Discrete Variable Time Delay/D	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Discrete Variable Time Delay/S-Function	S-Function		spsDiscreteVariableTimeDelayLib/Discrete Variable Time Delay/S-Function	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Discrete Variable Time Delay/Out	Outport		spsDiscreteVariableTimeDelayLib/Discrete Variable Time Delay/Out	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Gain	Gain		spsMeanValueVariableFrequencyModel/Discrete/Gain	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Integ4	DiscreteIntegrator		spsMeanValueVariableFrequencyModel/Discrete/Integ4	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Number of samples per cycle	Fcn		spsMeanValueVariableFrequencyModel/Discrete/Number of samples per cycle	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Product	Product		spsMeanValueVariableFrequencyModel/Discrete/Product	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Relational Operator	RelationalOperator		spsMeanValueVariableFrequencyModel/Discrete/Relational Operator	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Rounding Function	Rounding		spsMeanValueVariableFrequencyModel/Discrete/Rounding Function	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Sum5	Sum		spsMeanValueVariableFrequencyModel/Discrete/Sum5	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Sum7	Sum		spsMeanValueVariableFrequencyModel/Discrete/Sum7	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Switch	Switch		spsMeanValueVariableFrequencyModel/Discrete/Switch	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/To avoid division  by zero	Saturate		spsMeanValueVariableFrequencyModel/Discrete/To avoid division  by zero	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Unit Delay1	UnitDelay		spsMeanValueVariableFrequencyModel/Discrete/Unit Delay1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Model/Mean	Outport		spsMeanValueVariableFrequencyModel/Discrete/Mean	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Variable Frequency Mean value/Mean	Outport		spsMeanVariableFrequencyLib/Mean (Variable Frequency)/Mean	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq	SubSystem		spsDynamicLoadModel/Discrete/PLL/abc_to_dq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Vab_bc	Inport		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Vab_bc	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/wt	Inport		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/wt	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Fcn2	Fcn		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Fcn2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Fcn3	Fcn		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Fcn3	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Mux1	Mux		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Mux1	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Mux2	Mux		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Mux2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Trigonometric Function	Trigonometry		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Trigonometric Function	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Trigonometric Function2	Trigonometry		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Trigonometric Function2	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Vd	Outport		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Vd	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/abc_to_dq/Vq	Outport		spsDynamicLoadModel/Discrete/PLL/abc_to_dq/Vq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Freq	Outport		spsDynamicLoadModel/Discrete/PLL/Freq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/wt	Outport		spsDynamicLoadModel/Discrete/PLL/wt	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/PLL/Vd_Vq	Outport		spsDynamicLoadModel/Discrete/PLL/Vd_Vq	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current	SubSystem		spsDynamicLoadModel/Discrete/Positive Sequence  current	implicit	
IEEE39bus/SS_NorthSystem2/Load 18/Three-Phase Dynamic Load/Model/Positive Sequence  current/V1(pu)	Inport		spsDynamicLoadModel/Discrete/Positive Sequence  current/V1(pu)	implicit	
